Income,Age,Dependents,Desired_Savings,Disposable_Income,Loan_Repayment,Savings_Ratio,Debt_Ratio,Expense_Ratio,Risk_Label,Behavior_Label
29677.809209294763,39,0,1527.7029562045263,6059.967686019641,2892.4354952427425,5.147627122442942,9.746122009359315,69.83468989193923,High Risk,Balanced
12871.668277482722,46,2,1139.8877672019737,3153.8832602780985,0.0,8.855788873894896,0.0,75.4974787083707,High Risk,Aggressive Spender
57929.879866986135,63,1,7631.453385398249,18820.935370000887,0.0,13.17360471473611,0.0,67.51083307402676,Medium Risk,Balanced
11296.833460181926,27,2,979.960454481362,3287.890795189892,0.0,8.67464726230974,0.0,70.89546547022441,Medium Risk,Balanced
35455.84989880044,37,4,2043.5605064274523,10177.715597080043,2757.064142035276,5.763676550584085,7.776048663068584,63.51863013851224,High Risk,Balanced
6255.5012872758,33,3,401.78568225273006,793.2631154190813,867.810401757498,6.422917425818373,13.872755545949534,73.44619654134932,High Risk,Balanced
10367.216239239837,23,0,653.473450608729,3837.644943226529,736.9309020043303,6.30326825956747,7.108281384303071,55.874597966654484,High Risk,Balanced
35117.036052937685,34,0,1886.0963619567212,10184.627412440805,0.0,5.370887107651961,0.0,70.99804380674998,High Risk,Balanced
54161.51742492653,23,4,5174.202075888032,5174.202075888032,5389.560329443965,9.553281226029183,9.95090349326799,80.49581528070281,High Risk,Aggressive Spender
34408.100166399614,39,2,3155.758293009141,10603.133094384855,0.0,9.17155634210464,0.0,69.18419487531287,Medium Risk,Balanced
27348.96692477707,35,0,1532.1675305850144,12147.79577599226,0.0,5.602286677954669,0.0,55.58224992774098,High Risk,Balanced
23578.008283443018,49,1,2348.482727034023,7199.678551457208,0.0,9.960479692778707,0.0,69.46443285240096,Medium Risk,Balanced
9192.425129000392,45,1,542.3239892553247,542.3239892553247,1648.0114794466826,5.899683507286813,17.92792931483894,76.17238717787426,High Risk,Aggressive Spender
16866.37533666489,59,2,1627.6396630197935,2977.620841224849,2840.3412252356,9.650204211224665,16.840258612418864,65.50555794988684,Medium Risk,Balanced
20752.90765671867,27,1,1708.766020379031,6590.1474026640335,0.0,8.233863170618527,0.0,68.24470328845462,Medium Risk,Balanced
69888.08400227477,58,3,9335.817698133733,13785.936734977093,0.0,13.358239578909995,0.0,80.27426716330015,High Risk,Balanced
39491.75884551276,39,4,3015.7438688842167,14851.97153376846,0.0,7.636387836463454,0.0,62.39222569987912,High Risk,Balanced
7321.134171054789,45,0,498.7589190964218,2133.46683358506,674.6892292186402,6.812590883368053,9.215638089056286,61.64315532002992,High Risk,Balanced
38879.40038115789,32,4,2206.5477062783857,13218.755268560326,0.0,5.675364549469092,0.0,66.00061950809682,High Risk,Balanced
22046.00832871537,60,2,1343.3492628380716,4473.480141178643,2490.265351089499,6.093389981570188,11.295765264888693,68.41266959335344,High Risk,Balanced
17455.58721109517,46,4,1066.1954728802343,3743.511148093927,0.0,6.10804701088793,0.0,78.55408069162827,High Risk,Aggressive Spender
48937.227858527775,24,0,5504.303685828675,14153.3931444118,6173.577292623243,11.247681829753455,12.615298337842892,58.4631755280497,Medium Risk,Balanced
68442.70689898357,51,0,9241.34306717163,15611.391983274138,9243.34053481753,13.502305045899451,13.505223498041982,63.68534553319839,Medium Risk,Balanced
63194.76572747071,49,2,8238.998667094573,17787.994602066043,0.0,13.03747006931792,0.0,71.85210769072664,Medium Risk,Balanced
15330.178905214852,19,0,1406.5772620163505,5528.107493479878,0.0,9.175217528204294,0.0,63.93970659012083,Medium Risk,Balanced
23425.55407472084,43,1,1480.8650423655272,1480.8650423655272,2226.8804201671514,6.3215795777636234,9.506201702055957,84.17221872018038,High Risk,Aggressive Spender
39103.34944138731,62,4,2217.686163230638,11002.0453801953,0.0,5.67134579239757,0.0,71.86418673242696,High Risk,Balanced
65472.71450185657,28,3,8984.295399201368,21235.163110446272,0.0,13.722197815620744,0.0,67.56639269959683,Medium Risk,Balanced
20447.446136426697,42,3,1083.4198650322753,5942.532285603023,0.0,5.298558351999693,0.0,70.93753300067863,High Risk,Balanced
25859.29731544101,36,3,2417.365584341524,8534.98636808345,0.0,9.348148771614438,0.0,66.99451549680327,Medium Risk,Balanced
12380.58354753963,37,2,1133.6235198800775,3125.285285521377,1610.899784602879,9.156462742867724,13.011501262579905,61.7450578808503,Medium Risk,Balanced
11521.698485734503,50,3,640.3742690070986,1439.2671901242538,1912.4599548563592,5.557984960290123,16.59876759684569,70.90943536553638,High Risk,Balanced
57467.41201508821,34,4,5901.4380715171,11826.83528729694,8786.605013747194,10.26919059791254,15.289717608024961,64.13020949049869,Medium Risk,Balanced
88782.48632874028,47,0,10652.289903450088,27322.295748454795,0.0,11.998188318366315,0.0,69.22557941519358,Medium Risk,Balanced
28320.595167263356,35,1,2243.561455321876,6627.024552194842,0.0,7.922013792687794,0.0,76.59998134553604,High Risk,Aggressive Spender
66955.19738552207,49,3,5091.194873893423,5091.194873893423,12898.36642554413,7.603883003404166,19.264175044211257,73.13194195238457,High Risk,Balanced
40065.12285831808,57,3,4090.157421640725,4944.552748968352,3437.4671991572613,10.208772942253816,8.57969963380156,79.07901099475752,High Risk,Aggressive Spender
17905.38629608483,62,3,1262.4359966046634,5110.688678214157,0.0,7.050593467959448,0.0,71.45725541072714,High Risk,Balanced
40057.417648633935,21,1,5259.733970207549,5593.297030312649,6078.130006449661,13.130486883462195,15.17354428526658,70.86325649062319,Medium Risk,Balanced
102680.95275488916,49,4,13805.022994297498,13805.022994297498,19761.32749214481,13.44458015232058,19.24536826154827,67.31005158613115,Medium Risk,Balanced
29152.379832530303,36,3,2310.953535879736,7753.056910893236,0.0,7.927152257055218,0.0,73.40506347875647,High Risk,Balanced
104890.0130420075,20,0,18438.71012254673,20895.763087692787,6756.652739453181,17.579090313547958,6.441654971238495,73.63675051115551,Medium Risk,Balanced
3689.1692543756553,55,2,146.78979003732184,146.78979003732184,495.411170695372,3.9789388861250314,13.428800267371145,82.59226084650382,High Risk,Aggressive Spender
57900.11583389391,45,1,0.0,-849.6529705375069,11444.465837232816,0.0,19.765877274002598,81.70156878944748,High Risk,Aggressive Spender
32163.58899710021,55,4,1805.3845988773835,9011.302058185716,1904.557434077509,5.613131665872713,5.921470499605063,66.06143831384188,High Risk,Balanced
23617.58357370196,23,0,1807.123323740342,9551.837147951415,0.0,7.651601266069248,0.0,59.55624707267966,High Risk,Balanced
32285.105792052884,57,1,2963.0769190019523,4271.281994593199,3371.917633347851,9.177844849222474,10.444189512855376,76.32592664502756,High Risk,Aggressive Spender
6117.431078472254,34,1,478.4845659865931,1529.031639259848,383.8683816400831,7.821658468215848,6.274993158336474,68.73033800688683,High Risk,Balanced
25165.1442251509,59,2,1604.2451491685422,3926.338087436816,3469.4858667391763,6.374869680123689,13.786870584558997,70.61084217119506,High Risk,Balanced
39920.3987001283,22,2,2386.2545899894503,6077.817424968358,7102.199331567449,5.977531957820304,17.790902803645153,66.98425570460687,High Risk,Balanced
97857.52726506832,36,4,10239.76949988758,30885.020524792897,0.0,10.463956923978822,0.0,68.43878913766733,Medium Risk,Balanced
19817.813541371783,60,3,1183.5643747981126,1551.5215501644452,1710.106439916728,5.972224798297232,8.629137802445763,83.54193825029095,High Risk,Aggressive Spender
15711.650376310075,59,2,1555.4719397560375,3808.490560473503,1266.9308485181837,9.900118081174769,8.063639517007417,67.69644634758184,Medium Risk,Balanced
20081.354481258342,52,4,1931.05899166211,5318.116323460994,0.0,9.616178995616762,0.0,73.51714333600195,Medium Risk,Balanced
62397.117214574384,39,1,8341.536405193823,14494.478138628265,8081.24545446774,13.36846440598934,12.951312200333778,63.81928428606491,Medium Risk,Balanced
39024.8362119663,41,3,2001.7723922852724,3360.137091862998,4031.54858093613,5.129483135848404,10.330725179827722,81.05902191965485,High Risk,Aggressive Spender
19636.48309970429,27,0,1411.95450125617,8053.741086331916,0.0,7.190465288957129,0.0,58.985827322341656,High Risk,Balanced
45232.295239346575,19,1,0.0,-522.356919179314,7866.640733717786,0.0,17.391646150369944,83.76318562726873,High Risk,Aggressive Spender
32422.72030880969,45,4,2150.4214286471647,9519.63445462503,0.0,6.632452206864537,0.0,70.63900140409127,High Risk,Balanced
65112.293659931616,58,0,8192.987255597916,13449.982334457934,4564.02482712464,12.582857698713912,7.009467138358881,72.33393857131482,Medium Risk,Balanced
17108.149117324385,54,1,579.4702421809343,579.4702421809343,3202.1312278454925,3.3871007214575886,18.716993906739383,77.89590537180302,High Risk,Aggressive Spender
23082.33633917581,34,2,1225.868367186308,3027.147739675529,3961.182748499846,5.31085046666502,17.16109968373022,69.72433645586112,High Risk,Balanced
21922.441959930464,23,4,1731.7467336998172,6266.493490418661,0.0,7.899424420258838,0.0,71.41516669597087,High Risk,Balanced
9303.451154063603,60,0,695.4327305904817,3032.9559137783326,486.2624039099466,7.474997386176714,5.2266884176368755,62.17298011876874,High Risk,Balanced
38019.2877496309,22,2,2070.68331836831,6362.371687914096,3488.950829085796,5.446402184081981,9.17679166443529,74.08861896131778,High Risk,Balanced
36967.59061264974,56,0,2932.399838211116,5675.691792852373,6914.392698537553,7.932353149376453,18.70393115685379,65.9429130145101,High Risk,Balanced
30122.97431746392,24,3,1798.6844529251264,10386.11542494527,0.0,5.971138287902505,0.0,65.52094983886144,High Risk,Balanced
24866.65314965845,49,3,0.0,-591.8529404241708,4433.243477738981,0.0,17.828066571957926,84.55204038036148,High Risk,Aggressive Spender
9668.766946264592,21,4,743.3655373758971,2281.7275156568785,1198.467650301169,7.6883178745257394,12.39524809070077,64.00580151223339,High Risk,Balanced
21427.628129525627,38,0,2088.121511243889,8278.10572661629,0.0,9.744996033259593,0.0,61.367139299894355,Medium Risk,Balanced
22806.04810259303,59,3,2127.811686280781,7081.179366819284,0.0,9.330032440117717,0.0,68.9504322056825,Medium Risk,Balanced
15789.980073305902,49,1,1227.4922529029286,3438.4910682267077,0.0,7.773868283583794,0.0,78.22358829926756,High Risk,Aggressive Spender
26368.46562613627,35,1,1712.09392867596,6473.069250055789,0.0,6.492960011214845,0.0,75.45147547895347,High Risk,Aggressive Spender
41447.93524174928,50,3,5835.1067907423885,9450.713708737769,0.0,14.078160363618931,0.0,77.19858986071195,High Risk,Balanced
135659.2331314692,31,3,19147.2491221464,19147.2491221464,17920.39263522058,14.114224797062313,13.209858423608873,72.67591677932882,Medium Risk,Balanced
34496.56079364953,23,4,2666.4874262307635,13762.004386474931,0.0,7.729719615184472,0.0,60.10615530981169,High Risk,Balanced
36864.08217610173,28,4,2849.058281385203,12663.83461381194,2290.0886646030194,7.728547988188331,6.212249239417222,59.43497736637183,High Risk,Balanced
28265.46238871148,63,1,2798.5226612509914,4358.822112490743,4804.322626436202,9.900855760876041,16.99714853543287,67.58183321781966,Medium Risk,Balanced
6463.561033057167,37,2,497.95791867304655,1626.7298287508538,0.0,7.704080090313929,0.0,74.83229723628935,High Risk,Balanced
29370.3681873373,46,0,1515.5180869603796,12618.27671367886,0.0,5.16002413484819,0.0,57.03739008924278,High Risk,Balanced
31480.916901903365,52,2,2155.7193107264434,7095.8311288244695,1934.589629209223,6.847701791672105,6.145277265073102,71.31461962758873,High Risk,Balanced
215248.04733458973,33,4,39994.93512677081,39994.93512677081,0.0,18.580858512784168,0.0,81.41914148721582,High Risk,Balanced
25721.021373512307,24,2,1513.258528238339,4282.545530118034,3770.3208222297694,5.883353177400271,14.658519066869067,68.69149853963147,High Risk,Balanced
38184.71312437806,57,4,3705.7859979279606,8777.60526478936,2561.5916969534505,9.704894170232997,6.708422002830414,70.30435471700955,Medium Risk,Balanced
29178.37830246606,53,2,2201.7252009942645,7785.6791991890095,0.0,7.545742186803377,0.0,73.3169571026811,High Risk,Balanced
11778.254019385218,61,1,1059.7267718565663,2246.5593491380623,0.0,8.997316326447171,0.0,80.92621074871906,High Risk,Aggressive Spender
74847.71878704197,61,4,9127.505059611902,25420.95535905102,0.0,12.194767198692638,0.0,66.03643267822342,Medium Risk,Balanced
54748.16257237731,48,1,7191.361057497296,11679.980667134558,0.0,13.135346867559775,0.0,78.66598600145973,High Risk,Balanced
56487.70135339636,59,2,6079.527012035433,6079.527012035433,6499.078387987859,10.762567543686917,11.505298024659481,77.7321344316536,High Risk,Aggressive Spender
14493.313683886294,61,3,1271.9678673313842,3343.842702592437,0.0,8.776239133950172,0.0,76.92837693625488,High Risk,Aggressive Spender
92151.3957416731,60,3,12945.814390618814,25936.658541786004,0.0,14.04841921972583,0.0,71.85429658114573,Medium Risk,Balanced
9773.909420660237,60,0,830.0371634734574,4094.2008392344906,0.0,8.492376261630913,0.0,58.11091894733432,Medium Risk,Balanced
47975.14463566101,64,3,5757.0835797327645,8240.344391762119,4989.785861426962,12.00013803700634,10.400772940490398,72.42294868798618,Medium Risk,Balanced
173046.7661114086,23,0,40421.09280383315,64356.67773588677,0.0,23.358479162684727,0.0,62.809661698934306,Low Risk,Saver
13582.311504922229,46,2,877.2403441992792,4636.805268891565,0.0,6.458696988957787,0.0,65.86144216165866,High Risk,Balanced
19070.81580091953,44,0,1429.6393131629536,7557.475474982077,0.0,7.496476962952059,0.0,60.37151449694312,High Risk,Balanced
32489.549173553245,60,0,2394.716550199703,4700.295832390104,3646.06014827002,7.370728776221435,11.222255282132206,74.31064390559742,High Risk,Balanced
20053.76383079636,19,0,1058.2621266865913,7522.772563632085,0.0,5.277124711429128,0.0,62.48697936653945,High Risk,Balanced
8676.92008517976,39,1,0.0,-26.85909370259651,1185.4114899378349,0.0,13.66166195263831,86.64788444676292,High Risk,Aggressive Spender
31691.476401904365,26,0,1768.6529043478429,11780.309858476608,0.0,5.580847297608272,0.0,62.82814435944448,High Risk,Balanced
12824.461612984349,28,4,675.0241382040617,5105.806449943846,0.0,5.263567068738557,0.0,60.186972334383334,High Risk,Balanced
43819.16707748672,33,2,4140.202797355771,4140.202797355771,3113.677388365379,9.4483831471158,7.105742979685971,83.44587387319821,High Risk,Aggressive Spender
14377.40668557377,62,1,935.1766971727608,4392.487608443982,0.0,6.504488031983636,0.0,69.44867941412977,High Risk,Balanced
103662.96398390444,30,4,23148.837025421293,23148.837025421293,0.0,22.33086546610376,0.0,77.66913453389624,High Risk,Balanced
16032.12862349986,35,2,1234.4513694188752,5994.891018639302,0.0,7.699859441056497,0.0,62.60701769912198,High Risk,Balanced
23185.988881142574,42,1,2262.3598086032034,7170.694954064089,0.0,9.75744368808529,0.0,69.07315452093529,Medium Risk,Balanced
57513.00841713571,50,2,7209.445593488002,21425.969454203838,0.0,12.535330339874873,0.0,62.745872553208194,Medium Risk,Balanced
11206.634046378304,27,3,701.0363178303035,2650.4257800250853,935.2952686740624,6.2555475170250645,8.345907118974102,68.0035857880274,High Risk,Balanced
35987.27232246053,47,2,3568.3256232952463,6884.876961501755,2368.7240659848685,9.915521219062128,6.5821161569572215,74.28646176745319,Medium Risk,Balanced
85362.90041943021,18,3,11411.351453021369,21806.39181966998,12629.014170536922,13.368045599378355,14.794499845347712,59.65998598804786,Medium Risk,Balanced
8291.333345353552,50,3,505.0676776657733,2475.7371546577288,480.4426580136742,6.091513350489186,5.794516249704438,64.34614687964462,High Risk,Balanced
34775.19928491558,32,2,2025.7339342227936,11417.992760688128,0.0,5.825225953777625,0.0,67.16627655490991,High Risk,Balanced
36932.93192247234,46,3,2178.2516940956484,10825.062960604797,0.0,5.897857496578174,0.0,70.68994418496698,High Risk,Balanced
56073.07097903448,19,1,6447.786966577504,9599.316402917786,0.0,11.498901083888038,0.0,82.8807014930448,High Risk,Aggressive Spender
11152.200279914256,28,3,942.32554251861,3285.9794507530714,0.0,8.449682743017012,0.0,70.53514671296473,Medium Risk,Balanced
10431.521036256545,51,0,522.699628905802,3908.485737521836,0.0,5.0107709804645895,0.0,62.53196706465698,High Risk,Balanced
45547.2675579439,58,1,6086.688545611309,10070.05916830316,6775.578511811689,13.36345487216769,14.875927525601828,63.01504221151286,Medium Risk,Balanced
38045.58782338735,36,1,3195.65154037032,6263.309890089411,0.0,8.399532569203444,0.0,83.53735545061224,High Risk,Aggressive Spender
36656.53284383594,19,1,3551.379238879804,10910.78809298698,0.0,9.688257353769325,0.0,70.23507886174318,Medium Risk,Balanced
39581.266939873545,37,0,2882.8492849297068,9450.343660391114,7755.888213254137,7.283367885391182,19.59484577650287,56.52935541506893,High Risk,Balanced
17412.313082925248,58,0,1500.9450641966928,5151.707184474553,0.0,8.620021114073236,0.0,70.41342433977718,Medium Risk,Balanced
36125.54884979018,48,0,2771.899497582171,11607.647051765714,0.0,7.6729616181271405,0.0,67.86859322184905,High Risk,Balanced
37926.70040801586,21,0,2672.76748831397,2672.76748831397,6955.020539321886,7.0471922407177745,18.33805858273907,74.61474917654317,High Risk,Balanced
16940.653185403247,46,0,1312.3667531858275,7361.121573345232,0.0,7.74684859446043,0.0,56.54759298367627,High Risk,Balanced
133462.0263522427,47,4,22392.50532967747,41901.06896741103,0.0,16.77818473291986,0.0,68.60450113590912,Low Risk,Balanced
43827.59835540575,30,4,4949.297462414094,14469.525174020137,0.0,11.292650403244469,0.0,66.98535690529013,Medium Risk,Balanced
11566.9811178916,32,0,1083.0789297258234,3951.895114540346,0.0,9.363540224428448,0.0,65.83468863429175,Medium Risk,Balanced
50726.08465703511,37,1,5144.012538770405,17911.39249935148,0.0,10.140764014312685,0.0,64.68997632982624,Medium Risk,Balanced
13755.682967887136,51,3,1074.9967925965536,5351.175325060694,0.0,7.814928528857134,0.0,61.098439550016536,High Risk,Balanced
56309.60163009696,45,3,8189.445805591387,11182.237816192011,0.0,14.54360458699144,0.0,80.14150785571317,High Risk,Balanced
75798.1468809097,37,4,9882.841556606583,16166.06990991169,7498.8699279646435,13.038368302240972,9.893210106767514,68.77899947203521,Medium Risk,Balanced
15559.19102909732,42,0,912.9988132302489,5448.56759699736,1279.144088880379,5.867906702365472,8.221147786464254,56.76053033029667,High Risk,Balanced
64838.417157568656,44,2,7082.785359082061,12397.145043297469,0.0,10.923748095006172,0.0,80.87993879744127,High Risk,Aggressive Spender
41738.42315779588,47,3,4801.07613230072,14741.150491641009,0.0,11.502773150173445,0.0,64.68206181170105,Medium Risk,Balanced
57907.41891732699,58,3,5895.201449249045,9159.558121649672,11236.925060224909,10.180390629507215,19.404983455172804,64.77742651421894,Medium Risk,Balanced
136815.28997765883,37,1,26582.452050601667,48224.04386426105,0.0,19.42944538943157,0.0,64.75244552554341,Low Risk,Saver
24652.71136245552,18,3,2439.2228346928277,5205.248745766319,2873.798739985803,9.894338999188568,11.657130518967628,67.22856416492998,Medium Risk,Balanced
16415.21174210475,52,4,1378.190844287206,4628.379592061647,0.0,8.395815210547475,0.0,71.80432598264981,Medium Risk,Balanced
14725.575882805526,60,0,1429.561274177079,6629.3541103345215,0.0,9.708016077295294,0.0,54.98068012351654,Medium Risk,Balanced
15619.953284996349,41,0,1497.373448713244,6555.004342656985,0.0,9.586286344092573,0.0,58.034417753647475,Medium Risk,Balanced
28205.4723513678,42,3,1692.0139009974666,6795.335947543554,2901.2251511343734,5.9988851805753,10.286036393904537,65.62170284587452,High Risk,Balanced
39413.91637844296,57,2,3687.563990310274,8487.982607469508,0.0,9.355994859539383,0.0,78.46450343586784,High Risk,Aggressive Spender
37432.90090783165,29,4,3214.0841242073434,6351.625264916536,0.0,8.58625446133911,0.0,83.0319715788106,High Risk,Aggressive Spender
58145.23782202365,28,3,6966.197139298558,10621.248845956878,0.0,11.980683887855687,0.0,81.73324378091395,High Risk,Aggressive Spender
30313.673918754943,47,4,2646.729555327751,5996.000896575068,0.0,8.731140812629215,0.0,80.2201445042748,High Risk,Aggressive Spender
95968.944408596,30,2,13647.062888353468,32940.101564974764,0.0,14.220290712222413,0.0,65.6762906292587,Medium Risk,Balanced
24275.604476737608,64,4,1279.0904713996736,3840.287845253712,1672.79161856488,5.269036545002937,6.890834047687064,77.28963054616594,High Risk,Aggressive Spender
264365.5263268633,42,4,53503.730969709926,53503.730969709926,0.0,20.23854309338259,0.0,79.76145690661741,High Risk,Balanced
49488.05166210642,42,4,4640.644200096212,4640.644200096212,3710.838890848116,9.377302286583264,7.498454205037028,83.1242435083797,High Risk,Aggressive Spender
15111.73110445011,34,0,1370.9252916661785,6625.92215779174,0.0,9.071927512410989,0.0,56.153784685590814,Medium Risk,Balanced
12736.64642076484,29,2,643.1834671009922,2596.69623865274,0.0,5.049865136025098,0.0,79.61240225355328,High Risk,Aggressive Spender
44131.56622687866,28,0,5062.872900350492,12277.67213830968,7116.60155560305,11.472225740465362,16.125875793795487,56.05351146114433,Medium Risk,Balanced
25088.941049298373,27,1,2108.408342167811,4324.882432331331,0.0,8.403735885165126,0.0,82.7617976229719,High Risk,Aggressive Spender
53111.72836037828,34,3,7064.721550005254,10313.681965907548,4260.112248837616,13.301622387562114,8.021038629983071,72.56012058982944,Medium Risk,Balanced
43806.730997652885,62,0,6028.841341894539,9102.154292733663,3366.649727700922,13.7623630081358,7.685233869382547,71.53678501803147,Medium Risk,Balanced
28302.050321184077,33,4,2220.689791986876,6850.658311474177,0.0,7.846391928448698,0.0,75.79448049265015,High Risk,Aggressive Spender
15237.544377760249,37,1,1238.806652805787,4271.346232474942,0.0,8.129962558887575,0.0,71.96827699672443,Medium Risk,Balanced
8929.135680564452,22,2,623.8588043265928,2804.85994931362,878.0468310123049,6.986777070534512,9.833503067082965,58.754050648571706,High Risk,Balanced
20988.72565551974,58,2,2029.749932532391,3610.4291634418696,3924.894846521365,9.670667794919677,18.700015003003163,64.09823000387091,Medium Risk,Balanced
59520.23966348219,49,0,6396.775255755721,26609.130341820608,0.0,10.747226980136595,0.0,55.293979842379116,Medium Risk,Balanced
35604.51219818663,44,4,3405.6899115282376,9546.315174918656,0.0,9.565332316789029,0.0,73.18790629181866,Medium Risk,Balanced
11074.070212613857,21,4,641.0002857802467,1819.2190338912203,1532.7053659503542,5.788298913349122,13.84048806377022,69.7317758016056,High Risk,Balanced
34458.03208843775,58,2,3367.733069543027,7093.660397262676,5728.816620922946,9.773434132569212,16.62548983128153,62.78813315491642,Medium Risk,Balanced
40831.39559789478,24,4,5357.498469854201,13550.558394092212,0.0,13.121027070968957,0.0,66.81338417247031,Medium Risk,Balanced
14792.368896614018,63,3,1052.465408600011,2718.308205509482,0.0,7.114921321634434,0.0,81.62357750467064,High Risk,Aggressive Spender
33925.85697999153,31,0,2441.993162735789,14010.533195287611,0.0,7.198029409178979,0.0,58.70249289929327,High Risk,Balanced
31430.047321341564,56,0,2592.952273564156,9857.875285135182,0.0,8.249915270739967,0.0,68.63550606733733,Medium Risk,Balanced
12022.995929071622,41,4,1000.6515297607918,2969.0834315270517,0.0,8.322813512239616,0.0,75.30496184941889,High Risk,Aggressive Spender
39941.95478944254,35,2,1441.77748754395,1441.77748754395,6304.240298763679,3.6096818374173325,15.783504668204209,80.60681349437844,High Risk,Aggressive Spender
46984.84029457819,55,3,6842.7684007203725,11078.225870625089,0.0,14.563779205843108,0.0,76.4217015506096,High Risk,Balanced
71352.92771320956,56,3,4595.961525113758,4595.961525113758,13734.212236228052,6.4411674088362725,19.248281291876744,74.31055129928698,High Risk,Balanced
69702.69782720495,57,3,5582.241432420284,5582.241432420284,10703.581623855083,8.008644724568374,15.356050708954738,76.63530456647688,High Risk,Aggressive Spender
9964.82993509134,18,1,971.1457396214976,4100.828261138765,0.0,9.745733203148697,0.0,58.84698195703654,Medium Risk,Balanced
